participant_id,cheese_type,product,presentation_order,overall_liking,chewiness,hardness,moisture,graininess,dairy_flavor,fattiness,tastiness,softness,jar_moisture,jar_firmness,jar_saltiness,jar_fattiness,jar_sharpness,jar_creaminess
cheese_42a8bad0e93a,mozzarella,dairy,1,6.33,58.0,32.0,37.0,9.0,60.0,32.0,53.0,17.0,2,3,2,3,2,3
cheese_ceb8f6822466,feta,plant_based,1,5.0,34.0,39.0,82.0,19.0,38.0,33.0,77.0,59.0,3,3,3,3,3,3
cheese_fe03ffc48990,feta,dairy,2,9.0,55.0,51.0,56.0,75.0,86.0,51.0,80.0,77.0,3,3,3,3,3,2
cheese_6733c5dc2323,feta,plant_based,2,1.0,8.0,9.0,65.0,13.0,31.0,13.0,51.0,1.0,2,4,3,2,2,4
cheese_f03435b179b9,cheddar,dairy,1,6.33,55.0,67.0,44.0,3.0,98.0,67.0,75.0,56.0,3,3,2,3,3,3
cheese_c54a86b4917f,mozzarella,plant_based,2,5.0,17.0,60.0,55.0,41.0,61.0,63.0,77.0,45.0,3,3,3,5,4,4
cheese_c17e7e0cb7ba,cheddar,plant_based,2,1.0,52.0,64.0,4.0,19.0,,,,,3,2,3,2,2,3
cheese_72e1868f3de4,cheddar,plant_based,2,1.0,56.0,62.0,48.0,32.0,,,45.0,68.0,3,4,1,2,2,3
cheese_c84960cf6ef5,mozzarella,dairy,2,6.33,58.0,26.0,84.0,16.0,100.0,68.0,100.0,77.0,3,3,3,3,3,3
cheese_b716112b05b1,mozzarella,dairy,1,5.0,46.0,27.0,45.0,6.0,54.0,31.0,63.0,8.0,2,3,2,3,2,3
cheese_229e2105dd2d,mozzarella,dairy,1,7.67,78.0,25.0,71.0,0.0,88.0,65.0,72.0,19.0,3,3,3,3,2,3
cheese_8ddbb6a76c01,feta,plant_based,2,6.33,0.0,1.0,73.0,18.0,78.0,72.0,81.0,100.0,1,3,3,4,2,4
cheese_7f45c4456120,feta,plant_based,2,9.0,0.0,0.0,76.0,23.0,82.0,69.0,81.0,99.0,2,2,3,4,2,4
cheese_ec8624b51c55,cheddar,dairy,2,9.0,75.0,40.0,83.0,57.0,88.0,59.0,74.0,41.0,4,3,3,3,3,4
cheese_5efe9a6f8138,feta,dairy,1,6.33,57.0,35.0,69.0,46.0,71.0,73.0,72.0,50.0,3,3,4,3,4,4
cheese_48e35de70df3,feta,plant_based,2,1.0,45.0,50.0,86.0,41.0,74.0,48.0,45.0,25.0,2,4,3,3,2,3
cheese_c177fae4e50b,cheddar,dairy,1,9.0,3.0,8.0,92.0,9.0,97.0,98.0,81.0,94.0,3,3,4,3,3,3
cheese_c19aab6c827b,cheddar,plant_based,2,5.0,63.0,69.0,48.0,83.0,14.0,22.0,7.0,55.0,4,1,2,3,1,2
cheese_4cbd8bbb1a74,cheddar,dairy,1,9.0,51.0,29.0,69.0,43.0,72.0,85.0,79.0,70.0,2,3,3,4,3,3
cheese_d71e5c33c280,cheddar,dairy,2,7.67,69.0,40.0,62.0,19.0,93.0,53.0,79.0,60.0,2,4,3,3,3,5
cheese_cca99a01c41c,cheddar,plant_based,2,1.0,28.0,64.0,78.0,58.0,5.0,2.0,20.0,71.0,3,2,2,3,2,3
cheese_3fb8cf8fffdd,cheddar,dairy,2,1.0,25.0,63.0,43.0,50.0,60.0,26.0,58.0,,3,3,3,3,3,3
cheese_db02ec5dbb82,cheddar,plant_based,1,2.33,56.0,64.0,54.0,85.0,8.0,26.0,7.0,53.0,4,1,2,3,1,3
cheese_ec8624b51c55,cheddar,plant_based,1,3.67,8.0,21.0,,9.0,,,,13.0,3,2,2,2,5,1
cheese_047a80c02a5f,feta,dairy,1,1.0,8.0,,93.0,,99.0,82.0,83.0,100.0,3,3,5,3,3,3
cheese_9cd7f36db45f,cheddar,plant_based,2,1.0,0.0,20.0,8.0,2.0,14.0,14.0,77.0,79.0,5,2,3,3,2,2
cheese_19340ce0a253,mozzarella,plant_based,2,3.67,40.0,29.0,17.0,9.0,0.0,,,15.0,3,3,3,2,1,2
